3.2361329879859677,-7.623746999234438,0.45852339431680517,0.0,0,0.0,1.0,0.0,0.0,0.0
3.2337568517689412,-7.623506322350627,0.44656347786036965,0.0,0,0.0,1.0,0.0,0.0,0.0
3.229415471873081,-7.623766048263331,0.4302330777895013,0.0,0,0.0,1.0,0.0,0.0,0.0
3.2234076411511614,-7.625460425392055,0.409359111836624,0.0,0,0.0,1.0,0.0,0.0,0.0
3.2146675871608856,-7.62583751967473,0.39066191108961773,0.0,0,0.0,1.0,0.0,0.0,0.0
3.2015226112938024,-7.62560197637957,0.37195608434828825,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1940838583297215,-7.625614707763028,0.3697142524985051,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1877902728715366,-7.627618226069351,0.36704589791048703,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1820172495624286,-7.631685657241586,0.36488494549216277,0.0,0,0.0,1.0,0.0,0.0,0.0
3.178816703434464,-7.6349577296225215,0.36420197792824416,0.0,0,0.0,1.0,0.0,0.0,0.0
3.176923499384498,-7.637798891947913,0.3635907242699755,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1760164339899823,-7.640094867285271,0.36313236520025594,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1755577119275107,-7.64185941370926,0.3628024080104968,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1753340737546223,-7.643158380960217,0.3625670872421124,0.0,0,0.0,1.0,0.0,0.0,0.0
3.175237632166972,-7.644076840739102,0.3623997690941618,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1752100101814387,-7.644699414781336,0.3622810087403083,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1752183778525302,-7.64510103253099,0.3621967807217476,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1752439429388897,-7.645343598786153,0.3621370182294292,0.0,0,0.0,1.0,0.0,0.0,0.0
3.175277941067813,-7.645475801592778,0.362094523374801,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1753155038635144,-7.645534491219677,0.3620642079383599,0.0,0,0.0,1.0,0.0,0.0,0.0
3.1753527608154255,-7.64554662021339,0.3620424963673607,0.0,0,0.0,1.0,0.0,0.0,0.0
